2.52648, 10.2748, 4.681
0.31614, 10.8998, 4.89893
-1.66397, 10.6419, 4.75376
-0.635863, 8.49446, 5.98366
1.73619, 10.4263, 4.92605
-2.35898, 10.1221, 4.6398
-4.14198, 9.97439, 3.66627
4.99535, 9.58928, 3.71021
6.38943, 7.47837, 2.87067
-4.27665, 8.22719, 4.25207
4.03479, 9.08499, 4.58086
5.24438, 8.27861, 4.09753
-2.31835, 8.66025, 5.56762
0.146471, 8.2833, 5.97615
-5.3256, 8.5664, 2.99222
2.39065, 8.19092, 6.0583
3.72008, 6.98778, 5.43665
4.03195, 7.62019, 5.55683
-1.63761, 7.32611, 6.13971
2.79428, 7.29729, 6.07695
-5.50731, 7.34536, 3.05151
-2.86735, 7.38368, 5.69306
0.279209, 7.25378, 6.1682
7.36839, 5.00996, 1.01957
-4.43748, 7.43026, 4.81775
4.96827, 7.54294, 5.03135
-6.43951, 6.79492, 1.4385
0.078203, 6.28324, 5.90039
6.96656, 5.0999, 2.24941
6.07358, 6.88597, 4.05453
-3.42748, 6.76575, 5.32211
-0.992738, 5.98871, 5.0697
1.72823, 5.94311, 5.12002
-5.04204, 6.54885, 4.36584
-6.62844, 5.73317, 1.19163
5.7926, 6.59229, 4.40974
-3.10855, 6.05533, 5.24683
-1.65999, 5.34812, 4.83237
3.93048, 6.03214, 5.46738
-5.35487, 4.99974, 3.50843
0.651888, 5.68603, 5.97798
-3.17544, 5.61683, 4.82736
4.29458, 5.50537, 4.88397
0.856672, 4.90896, 6.70081
-3.05189, 4.84234, 5.09588
1.63801, 5.35104, 4.76807
3.83039, 4.78024, 5.23248
-0.708776, 4.99573, 4.89932
-5.9229, 5.22261, 2.83476
1.35959, 4.51853, 5.8023
-0.014368, 4.82904, 6.36637
-6.23353, 2.99497, 2.98932
2.02735, 4.51941, 4.97827
6.35264, 4.93657, 3.28245
7.316, 2.41634, 1.42448
5.08868, 4.14586, 4.41703
-5.35597, 2.93838, 4.34339
-3.63258, 4.13182, 4.75023
-6.99369, 3.99767, 0.623052
3.66813, 3.91489, 4.8482
1.3702, 2.76807, 7.9678
-0.987543, 2.60554, 6.35721
-1.44547, 3.67607, 5.34559
0.258553, 4.66577, 7.11945
-2.56977, 3.62924, 5.0805
-0.352114, 2.95493, 7.66989
2.70573, 2.76199, 5.60373
0.609071, 3.18414, 8.36974
-0.230174, 2.05194, 8.51847
1.16276, 2.26033, 8.68859
5.94415, 3.15666, 4.2834
1.96178, 2.60027, 6.4265
-6.3519, 1.75081, 1.61331
-1.16472, 1.85194, 7.45565
3.97551, 1.72703, 5.5187
2.28083, 1.78049, 7.14584
7.10455, 2.8021, 2.69277
0.755819, 1.48107, 8.29641
1.77034, 1.27828, 6.40957
2.31632, 1.58352, 6.06283
5.1826, 1.60763, 4.81586
-1.44714, 1.70583, 5.92588
6.61942, 2.91854, 3.67204
-4.99717, 0.225797, 3.67981
6.28554, 0.647111, 3.32138
-0.736731, 1.21612, 6.3968
-1.83065, 2.06243, 5.87083
0.457696, 1.15156, 7.47353
-3.12441, 1.96451, 5.50043
0.191305, 0.482559, 7.17298
-3.00106, 0.619306, 5.56871
-2.10081, 0.532968, 5.94427
-0.429736, 0.511411, 6.95149
3.38652, 0.173332, 5.93615
-3.90056, 0.244192, 4.80853
1.14346, 0.732794, 7.10381
-5.7081, 0.424581, 2.6061
6.86722, 0.548653, 1.31174
-0.82048, -0.495463, 7.07653
5.04333, -0.136288, 4.70116
-2.82062, -1.21052, 5.71685
0.396534, -0.348279, 7.54345
6.416, -1.05177, 1.72371
1.99737, -0.428789, 7.02484
3.26928, -0.78958, 5.87164
-1.27438, -0.968813, 6.45572
0.508154, -0.942167, 7.17874
-2.02933, -0.407063, 6.22407
0.128155, -1.09172, 7.04417
2.06996, -1.01911, 6.52438
2.98683, -1.26066, 5.39834
4.07895, -1.04763, 5.51896
-1.62923, -1.24261, 5.7733
1.54007, -1.15126, 6.92681
1.56984, -1.6615, 7.11482
5.87234, -2.29752, 2.37971
6.05387, -1.03666, 3.08349
-2.25066, -2.40537, 5.70053
0.293285, -1.67781, 7.31411
-0.729857, -1.60916, 6.78237
2.07946, -2.3804, 6.39673
5.6263, -1.71332, 3.50181
0.577538, -2.49672, 6.81455
3.81076, -2.36771, 5.14389
-5.86356, -1.17997, 1.47825
-0.686343, -2.65886, 6.63052
-4.70667, -2.76923, 3.04491
3.52682, -3.57031, 5.14366
0.349736, -3.73427, 7.1897
-3.42901, -2.71793, 4.73745
1.68719, -3.96386, 6.84859
4.58383, -3.6791, 3.46725
2.60337, -4.97938, 5.7103
-2.63835, -3.82103, 5.32384
-1.01255, -4.38088, 6.53841
-3.47247, -4.0549, 4.07236
0.378853, -4.68763, 6.97008
-1.58386, -4.92497, 5.78179
0.359941, -5.22211, 6.33076
