0, 239, 239
0, 215, 215
0, 176, 176
0, 232, 232
0, 238, 238
0, 182, 182
0, 138, 138
0, 193, 193
0, 136, 136
0, 151, 151
0, 240, 240
0, 218, 218
0, 202, 202
0, 242, 242
0, 98, 98
0, 255, 255
0, 245, 245
0, 246, 246
0, 213, 213
0, 252, 252
0, 110, 110
0, 187, 187
0, 241, 241
0, 73, 73
0, 148, 148
0, 212, 212
0, 55, 55
0, 219, 219
0, 85, 85
0, 187, 187
0, 168, 168
0, 193, 193
0, 214, 214
0, 123, 123
0, 41, 41
0, 185, 185
0, 147, 147
0, 173, 173
0, 234, 234
0, 85, 85
0, 186, 186
0, 145, 145
0, 221, 221
0, 163, 163
0, 133, 133
0, 201, 201
0, 152, 152
0, 184, 184
0, 71, 71
0, 157, 157
0, 190, 190
0, 40, 40
0, 182, 182
0, 141, 141
0, 38, 38
0, 190, 190
0, 51, 51
0, 112, 112
0, 24, 24
0, 131, 131
0, 109, 109
0, 137, 137
0, 150, 150
0, 152, 152
0, 134, 134
0, 140, 140
0, 110, 110
0, 112, 112
0, 90, 90
0, 92, 92
0, 98, 98
0, 112, 112
0, 23, 23
0, 109, 109
0, 128, 128
0, 80, 80
0, 36, 36
0, 70, 70
0, 63, 63
0, 84, 84
0, 24, 24
0, 114, 114
0, 46, 46
0, 23, 23
0, 17, 17
0, 53, 53
0, 113, 113
0, 64, 64
0, 97, 97
0, 53, 53
0, 73, 73
0, 83, 83
0, 41, 41
0, 62, 62
0, 21, 21
0, 31, 31
0, 18, 18
0, 21, 21
0, 30, 30
0, 8, 8
0, 46, 46
0, 20, 20
0, 12, 12
0, 38, 38
0, 49, 49
0, 53, 53
0, 24, 24
0, 67, 67
0, 0, 0
0, 31, 31
0, 40, 40
0, 43, 43
0, 52, 52
0, 0, 0
0, 0, 0
0, 7, 7
0, 9, 9
0, 32, 32
0, 0, 0
0, 0, 0
0, 0, 0
0, 6, 6
0, 0, 0
0, 29, 29
0, 0, 0
0, 0, 0
0, 8, 8
0, 0, 0
0, 0, 0
0, 6, 6
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
